start,tweet_count
2024-12-25T22:33:08.000Z,131
2024-12-26T00:00:00.000Z,3800
2024-12-27T00:00:00.000Z,3921
2024-12-28T00:00:00.000Z,3156
2024-12-29T00:00:00.000Z,4729
2024-12-30T00:00:00.000Z,8237
2024-12-31T00:00:00.000Z,8642
2025-01-01T00:00:00.000Z,6026
