start,tweet_count
2024-12-25T22:18:28.000Z,499
2024-12-26T00:00:00.000Z,8216
2024-12-27T00:00:00.000Z,7859
2024-12-28T00:00:00.000Z,7610
2024-12-29T00:00:00.000Z,12764
2024-12-30T00:00:00.000Z,10040
2024-12-31T00:00:00.000Z,9341
2025-01-01T00:00:00.000Z,9550
