start,tweet_count
2024-12-25T22:03:32.000Z,5008
2024-12-26T00:00:00.000Z,149197
2024-12-27T00:00:00.000Z,97606
2024-12-28T00:00:00.000Z,33862
2024-12-29T00:00:00.000Z,53844
2024-12-30T00:00:00.000Z,50403
2024-12-31T00:00:00.000Z,31745
2025-01-01T00:00:00.000Z,30502
