start,tweet_count
2024-12-25T22:50:49.000Z,259
2024-12-26T00:00:00.000Z,3553
2024-12-27T00:00:00.000Z,5068
2024-12-28T00:00:00.000Z,3691
2024-12-29T00:00:00.000Z,5164
2024-12-30T00:00:00.000Z,5069
2024-12-31T00:00:00.000Z,85165
2025-01-01T00:00:00.000Z,94325
