start,tweet_count
2024-12-25T22:34:16.000Z,16992
2024-12-26T00:00:00.000Z,377277
2024-12-27T00:00:00.000Z,363707
2024-12-28T00:00:00.000Z,358388
2024-12-29T00:00:00.000Z,407745
2024-12-30T00:00:00.000Z,527274
2024-12-31T00:00:00.000Z,389330
2025-01-01T00:00:00.000Z,266537
