start,tweet_count
2024-12-25T22:03:28.000Z,12290
2024-12-26T00:00:00.000Z,148500
2024-12-27T00:00:00.000Z,187108
2024-12-28T00:00:00.000Z,185634
2024-12-29T00:00:00.000Z,136842
2024-12-30T00:00:00.000Z,107897
2024-12-31T00:00:00.000Z,103500
2025-01-01T00:00:00.000Z,89240
