start,tweet_count
2024-12-25T21:48:48.000Z,315922
2024-12-26T00:00:00.000Z,1033061
2024-12-27T00:00:00.000Z,1487287
2024-12-28T00:00:00.000Z,1179447
2024-12-29T00:00:00.000Z,276850
2024-12-30T00:00:00.000Z,331868
2024-12-31T00:00:00.000Z,241371
2025-01-01T00:00:00.000Z,250838
