start,tweet_count
2024-12-25T20:23:52.000Z,6915
2024-12-26T00:00:00.000Z,149203
2024-12-27T00:00:00.000Z,97611
2024-12-28T00:00:00.000Z,33873
2024-12-29T00:00:00.000Z,53860
2024-12-30T00:00:00.000Z,50429
2024-12-31T00:00:00.000Z,31753
2025-01-01T00:00:00.000Z,28499
