start,tweet_count
2024-12-25T22:37:53.000Z,385
2024-12-26T00:00:00.000Z,6685
2024-12-27T00:00:00.000Z,5917
2024-12-28T00:00:00.000Z,5041
2024-12-29T00:00:00.000Z,4766
2024-12-30T00:00:00.000Z,6447
2024-12-31T00:00:00.000Z,7011
2025-01-01T00:00:00.000Z,6675
