start,tweet_count
2024-12-25T20:27:32.000Z,180
2024-12-26T00:00:00.000Z,1398
2024-12-27T00:00:00.000Z,4673
2024-12-28T00:00:00.000Z,3823
2024-12-29T00:00:00.000Z,9877
2024-12-30T00:00:00.000Z,5434
2024-12-31T00:00:00.000Z,99825
2025-01-01T00:00:00.000Z,93976
