start,tweet_count
2024-12-25T23:24:45.000Z,0
2024-12-26T00:00:00.000Z,2
2024-12-27T00:00:00.000Z,7
2024-12-28T00:00:00.000Z,38
2024-12-29T00:00:00.000Z,63
2024-12-30T00:00:00.000Z,7
2024-12-31T00:00:00.000Z,6
2025-01-01T00:00:00.000Z,2
