start,tweet_count
2024-12-25T22:50:43.000Z,9386
2024-12-26T00:00:00.000Z,210724
2024-12-27T00:00:00.000Z,292750
2024-12-28T00:00:00.000Z,413126
2024-12-29T00:00:00.000Z,366632
2024-12-30T00:00:00.000Z,271480
2024-12-31T00:00:00.000Z,320704
2025-01-01T00:00:00.000Z,319273
