start,tweet_count
2024-12-25T21:45:04.000Z,17398
2024-12-26T00:00:00.000Z,212946
2024-12-27T00:00:00.000Z,223190
2024-12-28T00:00:00.000Z,225033
2024-12-29T00:00:00.000Z,253603
2024-12-30T00:00:00.000Z,266875
2024-12-31T00:00:00.000Z,244406
2025-01-01T00:00:00.000Z,220851
